Species,Class,Category,Habitat,PopTrend,Rep_AOO_km2,Rep_EOO_km2,Elev_lower,Elev_upper,ForestDependency,Unprotected_nPixels,PA_nPixels,IL_nPixels,PIA_nPixels,total_nPixels,fracPA,fracIL,fracPIA,fracUnPro,ThreatScore,Threat,fracIPL,percentHabitat_IPL
Lathrotriccus euleri,AVES,LC,Forest generalist,Stable,NA,12600000,NA,1500,Medium,3437548,1257690,581631,1053679,6330548,0.198670005,0.09187688,0.166443569,0.543009547,2,Not Threatened,0.258320449,40
Lepidothrix serena,AVES,LC,Forest important,Stable,NA,830000,NA,500,High,182944,278899,46433,129730,638006,0.437141657,0.072778312,0.203336646,0.286743385,2,Not Threatened,0.276114958,40
Lalage tricolor,AVES,LC,Forest generalist,Decreasing,NA,6300000,NA,NA,Medium,5505444,10493,351754,13448,5881139,0.001784178,0.059810523,0.002286632,0.936118667,2,Not Threatened,0.062097155,20
Colluricincla boweri,AVES,LC,Forest generalist,Stable,NA,68600,400,NA,Medium,1186,2329,828,5266,9609,0.242376938,0.086169216,0.548027891,0.123425955,2,Not Threatened,0.634197107,80
Lichmera flavicans,AVES,LC,Forest generalist,Stable,NA,35000,NA,NA,Medium,27197,2785,215,0,30197,0.092227705,0.007119913,0,0.900652383,2,Not Threatened,0.007119913,20
Haplospiza unicolor,AVES,LC,Forest important,Decreasing,NA,1160000,NA,2100,High,297562,58272,27273,8069,391176,0.148966194,0.069720535,0.020627544,0.760685727,2,Not Threatened,0.090348079,20
Cryptospiza jacksoni,AVES,LC,Forest generalist,Stable,NA,172000,1550,3200,Medium,26054,3821,12061,2252,44188,0.08647144,0.272947407,0.050964063,0.589617091,2,Not Threatened,0.323911469,40
Lamprospiza melanoleuca,AVES,LC,Forest generalist,Decreasing,NA,4670000,NA,700,High,1397869,1012363,168209,734992,3313433,0.305532962,0.050765777,0.221821899,0.421879362,2,Not Threatened,0.272587676,40
Lanius validirostris,AVES,NT,Forest generalist,Stable,NA,277000,1200,2400,Medium,4331,2375,1540,922,9168,0.259053229,0.167975567,0.10056719,0.472404014,4,Not Threatened,0.268542757,40
Macgregoria pulchra,AVES,VU,Forest generalist,Decreasing,NA,131000,3200,3500,High,1063,997,322,1034,3416,0.291861827,0.094262295,0.302693208,0.31118267,8,Threatened,0.396955504,40
Creurgops dentatus,AVES,LC,Forest important,Decreasing,NA,189000,1500,2150,High,16498,7593,3134,950,28175,0.269494232,0.111233363,0.033717835,0.58555457,2,Not Threatened,0.144951198,20
Lepidothrix iris,AVES,VU,Forest important,Decreasing,NA,983000,NA,200,High,128454,25963,164,16942,171523,0.151367455,9.56E-04,0.098773925,0.74890248,8,Threatened,0.099730065,20
Lichmera incana,AVES,LC,Forest generalist,Stable,NA,315000,NA,NA,Medium,17554,4449,7336,425,29764,0.149475877,0.246472248,0.014278995,0.58977288,2,Not Threatened,0.260751243,40
Ceuthmochares aereus,AVES,LC,Forest generalist,Stable,NA,8210000,NA,2000,Medium,2788461,392325,668744,109760,3959290,0.099089736,0.168905031,0.027722142,0.704283091,2,Not Threatened,0.196627173,20
Lamprotornis ornatus,AVES,LC,Forest generalist,Unknown,NA,200,NA,NA,Medium,97,75,0,0,172,0.436046512,0,0,0.563953488,2,Not Threatened,0,0
Cryptospiza shelleyi,AVES,EN,Forest important,Decreasing,NA,123000,1960,3400,Medium,8898,2766,4934,1875,18473,0.149732041,0.267092513,0.101499486,0.48167596,16,Threatened,0.368591999,40
Cryptospiza reichenovii,AVES,LC,Forest important,Stable,NA,6260000,NA,NA,Medium,411323,42040,59842,11022,524227,0.080194267,0.114152838,0.021025243,0.784627652,2,Not Threatened,0.135178081,20
Legatus leucophaius,AVES,LC,Forest generalist,Stable,NA,14700000,NA,1000,Medium,3878970,1772000,997846,1660711,8309527,0.213249202,0.120084573,0.199856261,0.466809964,2,Not Threatened,0.319940834,40
Lepidothrix suavissima,AVES,LC,Forest important,Stable,NA,511000,250,1800,High,24503,10204,29956,145616,210279,0.048526006,0.142458353,0.692489502,0.116526139,2,Not Threatened,0.834947855,99
Lochmias nematura,AVES,LC,Forest important,Decreasing,NA,12500000,725,2780,High,282668,91953,45169,32211,452001,0.203435391,0.099931195,0.071263117,0.625370298,2,Not Threatened,0.171194312,20
Laniarius atroflavus,AVES,LC,Forest generalist,Stable,NA,93100,1500,2900,Medium,770,287,4134,324,5515,0.052039891,0.749592022,0.058748867,0.13961922,2,Not Threatened,0.808340888,99
Amazona bodini,AVES,NT,Forest important,Decreasing,NA,261000,NA,1000,Medium,23361,3435,24535,23116,74447,0.046140207,0.329563313,0.310502774,0.313793706,4,Not Threatened,0.640066087,80
Ceuthmochares australis,AVES,LC,Forest generalist,Decreasing,NA,4150000,NA,2000,Medium,494613,144102,7351,1876,647942,0.222399536,0.011345151,0.002895321,0.763359992,2,Not Threatened,0.014240472,20
Cyanocorax dickeyi,AVES,NT,Forest generalist,Decreasing,NA,19300,1350,2150,High,3054,58,956,374,4442,0.013057181,0.21521837,0.084196308,0.68752814,4,Not Threatened,0.299414678,40
Melidectes torquatus,AVES,LC,Forest generalist,Increasing,NA,624000,NA,NA,Medium,81972,3035,20620,17082,122709,0.024733312,0.168039834,0.139207393,0.668019461,2,Not Threatened,0.307247227,40
Leonardina woodi,AVES,LC,Forest important,Stable,NA,78200,500,2030,High,11118,3099,6366,984,21567,0.143691751,0.295173181,0.045625261,0.515509807,2,Not Threatened,0.340798442,40
Lamprotornis superbus,AVES,LC,Forest generalist,Unknown,NA,3030000,NA,NA,Medium,1212481,45267,1159257,43274,2460279,0.018399133,0.471189243,0.017589062,0.492822562,2,Not Threatened,0.488778305,60
Lichmera lombokia,AVES,LC,Forest generalist,Stable,NA,46200,NA,NA,Medium,5276,1017,4492,403,11188,0.090900965,0.401501609,0.036020737,0.471576689,2,Not Threatened,0.437522345,60
Lepidothrix vilasboasi,AVES,VU,Forest important,Decreasing,NA,89600,NA,200,High,649,18972,263,14001,33885,0.559893758,0.007761546,0.413191678,0.019153018,8,Threatened,0.420953224,60
Ceyx argentatus,AVES,NT,Forest generalist,Decreasing,NA,180000,NA,1000,High,51114,2944,13415,1006,68479,0.042991282,0.195899473,0.014690635,0.74641861,4,Not Threatened,0.210590108,40
Meliphaga lewinii,AVES,LC,Forest generalist,Decreasing,NA,1870000,NA,NA,Medium,535922,8770,159970,13953,718615,0.012204031,0.222608768,0.019416516,0.745770684,2,Not Threatened,0.242025285,40
Cyanocorax heilprini,AVES,LC,Forest generalist,Stable,NA,173000,NA,NA,Medium,14987,1799,67880,81362,166028,0.010835522,0.408846701,0.490049871,0.090267907,2,Not Threatened,0.898896572,99
Laniocera rufescens,AVES,LC,Forest generalist,Decreasing,NA,1990000,NA,1000,High,166492,49086,77794,39089,332461,0.147644385,0.233994363,0.117574693,0.500786558,2,Not Threatened,0.351569056,40
Monticola gularis,AVES,LC,Forest generalist,Stable,NA,3270000,NA,1500,Medium,504449,43870,407604,85214,1041137,0.042136626,0.391498909,0.081847058,0.484517407,2,Not Threatened,0.473345967,60
Lepidocolaptes lacrymiger,AVES,LC,Forest generalist,Stable,NA,4530000,1750,3000,Medium,97002,31932,11312,4317,144563,0.220886396,0.078249621,0.029862413,0.67100157,2,Not Threatened,0.108112034,20
Lichmera monticola,AVES,LC,Forest generalist,Stable,NA,6600,NA,NA,Medium,156,69,2946,1512,4683,0.014734145,0.629083921,0.322869955,0.03331198,2,Not Threatened,0.951953876,99
Leptopogon amaurocephalus,AVES,LC,Forest generalist,Decreasing,NA,17100000,NA,1300,Medium,2635667,856385,631415,762507,4885974,0.175274162,0.129230119,0.156060388,0.539435331,2,Not Threatened,0.285290507,40
Icterus auricapillus,AVES,LC,Forest generalist,Stable,NA,1150000,NA,800,Medium,137592,41743,13713,16363,209411,0.199335278,0.065483666,0.078138207,0.657042849,2,Not Threatened,0.143621873,20
Meliphaga notata,AVES,LC,Forest generalist,Stable,NA,316000,NA,NA,Medium,110460,4914,7464,11636,134474,0.03654238,0.055505153,0.086529738,0.821422729,2,Not Threatened,0.142034892,20
Monticola rufiventris,AVES,LC,Forest generalist,Stable,NA,5190000,1200,3400,Medium,294654,8497,327387,29653,660191,0.012870518,0.495897399,0.04491579,0.446316293,2,Not Threatened,0.540813189,60
Lanio aurantius,AVES,LC,Forest important,Decreasing,NA,359000,NA,750,High,65085,37718,38598,10452,151853,0.248384951,0.254180029,0.068829723,0.428605296,2,Not Threatened,0.323009753,40
Lepidocolaptes leucogaster,AVES,LC,Forest important,Decreasing,NA,697000,900,3600,High,87423,10646,35771,6008,139848,0.076125508,0.255784852,0.042960929,0.625128711,2,Not Threatened,0.298745781,40
Lichmera notabilis,AVES,LC,Forest generalist,Stable,NA,4000,NA,NA,High,1066,359,1423,242,3090,0.11618123,0.460517799,0.078317152,0.344983819,2,Not Threatened,0.538834951,60
Monticola sharpei,AVES,LC,Forest generalist,Decreasing,NA,490000,800,2050,Medium,36829,7880,0,0,44709,0.176250867,0,0,0.823749133,2,Not Threatened,0,0
Leptasthenura setaria,AVES,NT,Forest generalist,Decreasing,NA,501000,750,1900,Medium,89373,17549,275,506,107703,0.162938823,0.002553318,0.004698105,0.829809755,4,Not Threatened,0.007251423,20
Lanio fulvus,AVES,LC,Forest important,Stable,NA,3500000,NA,1300,Medium,889356,603002,318570,597491,2408419,0.250372547,0.132273496,0.248084324,0.369269633,2,Not Threatened,0.38035782,40
Icterus mesomelas,AVES,LC,Forest generalist,Decreasing,NA,5040000,NA,500,Medium,299368,75726,128672,46975,550741,0.137498389,0.233634322,0.085294176,0.543573113,2,Not Threatened,0.318928498,40
Melipotes ater,AVES,LC,Forest important,Stable,NA,6500,1200,3300,High,5217,432,0,0,5649,0.076473712,0,0,0.923526288,2,Not Threatened,0,0
Accipiter griseiceps,AVES,LC,Forest generalist,Decreasing,NA,430000,NA,2000,Medium,43742,3489,77126,12455,136812,0.025502149,0.563737099,0.091037336,0.319723416,2,Not Threatened,0.654774435,80
Lepidocolaptes souleyetii,AVES,LC,Forest generalist,Decreasing,NA,6980000,NA,1800,Medium,470035,149681,138144,165499,923359,0.16210488,0.149610282,0.179235812,0.509049026,2,Not Threatened,0.328846093,40
Myiornis atricapillus,AVES,LC,Forest generalist,Stable,NA,766000,NA,900,Medium,119523,16820,36686,9634,182663,0.09208214,0.200839798,0.052741935,0.654336127,2,Not Threatened,0.253581732,40
Lichmera squamata,AVES,LC,Forest generalist,Stable,NA,141000,NA,NA,Medium,5115,777,4612,1056,11560,0.067214533,0.398961938,0.091349481,0.442474048,2,Not Threatened,0.490311419,60
Lathrotriccus griseipectus,AVES,VU,Forest important,Decreasing,NA,83500,NA,1750,High,7909,1787,1231,91,11018,0.162189145,0.111726266,0.008259212,0.717825377,8,Threatened,0.119985478,20
Melipotes gymnops,AVES,LC,Forest important,Stable,NA,25000,1200,2700,High,3,84,2514,4052,6653,0.012625883,0.377874643,0.60904855,4.51E-04,2,Not Threatened,0.986923193,99
Icterus northropi,AVES,CR,Forest generalist,Decreasing,NA,8200,NA,NA,Medium,3029,3804,0,0,6833,0.556710083,0,0,0.443289917,32,Threatened,0,0
Leptopogon taczanowskii,AVES,NT,Forest important,Decreasing,NA,208000,1400,2900,High,30959,14594,8199,1042,54794,0.26634303,0.149633172,0.019016681,0.565007118,4,Not Threatened,0.168649852,20
Pardalotus punctatus,AVES,LC,Forest generalist,Decreasing,NA,6910000,NA,2000,Medium,188076,5165,17152,9740,220133,0.023463088,0.077916532,0.044245979,0.854374401,2,Not Threatened,0.122162511,20
Myiornis auricularis,AVES,LC,Forest generalist,Decreasing,NA,2090000,NA,1250,Medium,355595,62053,28248,8856,454752,0.136454595,0.062117374,0.019474351,0.78195368,2,Not Threatened,0.081591725,20
Lepidocolaptes squamatus,AVES,LC,Forest generalist,Decreasing,NA,1140000,NA,1600,Medium,194336,25132,76,689,220233,0.114115505,3.45E-04,0.003128505,0.882410901,2,Not Threatened,0.003473594,20
Lanio leucothorax,AVES,LC,Forest important,Decreasing,NA,293000,NA,750,High,23737,17580,15014,21914,78245,0.224678893,0.191884465,0.280069014,0.303367627,2,Not Threatened,0.471953479,60
Liocichla steerii,AVES,LC,Forest generalist,Decreasing,NA,16200,1200,3000,Medium,4589,5810,467,695,11561,0.502551682,0.04039443,0.060115907,0.396937981,2,Not Threatened,0.100510336,20
Melithreptus albogularis,AVES,LC,Forest generalist,Decreasing,NA,4980000,NA,450,Medium,126504,7391,8140,5026,147061,0.050258056,0.055351181,0.034176294,0.860214469,2,Not Threatened,0.089527475,20
Myiornis ecaudatus,AVES,LC,Forest important,Decreasing,NA,7600000,NA,950,Medium,2498172,1491674,662023,1517269,6169138,0.24179618,0.107312075,0.245945057,0.404946688,2,Not Threatened,0.353257133,40
Ilicura militaris,AVES,LC,Forest important,Decreasing,NA,1160000,NA,1250,High,188497,52051,1142,2379,244069,0.213263462,0.004679005,0.009747244,0.772310289,2,Not Threatened,0.014426248,20
Parmoptila jamesoni,AVES,LC,Forest generalist,Stable,NA,1020000,880,1600,Medium,57338,14687,28886,5830,106741,0.137594739,0.270617663,0.054618188,0.53716941,2,Not Threatened,0.325235851,40
Leptopterus chabert,AVES,LC,Forest generalist,Unknown,NA,689000,NA,NA,Medium,682678,34307,0,0,716985,0.047848979,0,0,0.952151021,2,Not Threatened,0,0
Liosceles thoracicus,AVES,LC,Forest important,Stable,NA,2990000,NA,1050,High,1118761,601662,324565,384678,2429666,0.247631567,0.133584205,0.158325465,0.460458763,2,Not Threatened,0.29190967,40
Lepidothrix coeruleocapilla,AVES,LC,Forest generalist,Stable,NA,234000,600,1700,Medium,32379,26327,16589,892,76187,0.345557641,0.217740559,0.011708034,0.424993765,2,Not Threatened,0.229448594,40
Myiotheretes fuscorufus,AVES,LC,Forest important,Stable,NA,261000,1900,3550,Medium,34338,12653,6550,40,53581,0.236147142,0.122244826,7.47E-04,0.640861499,2,Not Threatened,0.122991359,20
Microbates cinereiventris,AVES,LC,Forest important,Decreasing,NA,2570000,NA,750,High,241688,59010,136547,23935,461180,0.127954378,0.29608179,0.051899475,0.524064357,2,Not Threatened,0.347981265,40
Parophasma galinieri,AVES,LC,Forest generalist,Decreasing,NA,445000,2440,3655,High,972,0,2236,2346,5554,0,0.402592726,0.422398272,0.175009003,2,Not Threatened,0.824990997,99
Leucopeza semperi,AVES,CR,Forest important,Unknown,NA,1,NA,900,High,4,0,0,0,4,0,0,0,1,32,Threatened,0,0
Stachyris nigricollis,AVES,NT,Forest important,Decreasing,NA,2640000,NA,NA,Medium,97085,13423,69982,22459,202949,0.066139769,0.344825547,0.11066327,0.478371414,4,Not Threatened,0.455488817,60
Myiophobus roraimae,AVES,LC,Forest important,Stable,NA,2340000,500,2000,High,15065,2792,29182,85149,132188,0.021121433,0.22076134,0.644150755,0.113966472,2,Not Threatened,0.864912095,99
Lipaugus lanioides,AVES,NT,Forest important,Decreasing,NA,844000,NA,1000,High,70316,37057,318,1192,108883,0.340337794,0.002920566,0.010947531,0.645794109,4,Not Threatened,0.013868097,20
Lepidothrix isidorei,AVES,NT,Forest important,Stable,NA,459000,500,1700,High,35622,8354,13278,911,58165,0.143625892,0.228281613,0.01566234,0.612430156,4,Not Threatened,0.243943953,40
Philydor atricapillus,AVES,LC,Forest important,Decreasing,NA,1720000,NA,1050,High,280428,62120,10833,6929,360310,0.172407094,0.030065777,0.019230662,0.778296467,2,Not Threatened,0.049296439,20
Microbates collaris,AVES,LC,Forest important,Decreasing,NA,2810000,NA,500,High,808699,633173,397467,596381,2435720,0.259953114,0.16318255,0.24484793,0.332016406,2,Not Threatened,0.40803048,60
Prinia cinereocapilla,AVES,VU,Forest generalist,Decreasing,NA,162000,NA,2000,Medium,10078,4216,5803,737,20834,0.202361524,0.278535087,0.035374868,0.483728521,8,Threatened,0.313909955,40
Paroreomyza montana,AVES,EN,Forest generalist,Decreasing,NA,460,900,2500,High,139,110,0,0,249,0.441767068,0,0,0.558232932,16,Threatened,0,0
Leptasthenura striolata,AVES,LC,Forest generalist,Stable,NA,214000,500,1200,Medium,102017,6731,278,1261,110287,0.061031672,0.002520696,0.011433805,0.925013828,2,Not Threatened,0.013954501,20
Nectarinia purpureiventris,AVES,LC,Forest important,Decreasing,NA,122000,NA,NA,Medium,58941,4213,18077,3232,84463,0.049879829,0.214022708,0.038265276,0.697832187,2,Not Threatened,0.252287984,40
Lipaugus streptophorus,AVES,LC,Forest important,Stable,NA,47400,1000,1800,High,841,3,1126,10227,12197,2.46E-04,0.092317783,0.838484873,0.068951381,2,Not Threatened,0.930802656,99
Leucopsar rothschildi,AVES,CR,Forest generalist,Decreasing,NA,38,0,175,Medium,0,14,0,16,30,0.466666667,0,0.533333333,0,32,Threatened,0.533333333,60
Philydor erythrocercum,AVES,LC,Forest important,Stable,NA,7100000,NA,1650,High,2345973,1341938,497116,1028434,5213461,0.257398684,0.095352396,0.197265118,0.449983802,2,Not Threatened,0.292617515,40
Microcerculus marginatus,AVES,LC,Forest important,Decreasing,NA,8480000,NA,1800,High,2047034,979198,579968,957485,4563685,0.214563012,0.127083267,0.209805234,0.448548487,2,Not Threatened,0.336888501,40
Prinia hodgsonii,AVES,LC,Forest generalist,Stable,NA,9370000,NA,NA,Medium,3798836,191910,1665096,210979,5866821,0.032711071,0.283815716,0.035961384,0.64751183,2,Not Threatened,0.319777099,40
Nucifraga columbiana,AVES,LC,Forest generalist,Stable,NA,3790000,2000,3100,High,7118,0,2425,0,9543,0,0.254112962,0,0.745887038,2,Not Threatened,0.254112962,40
Ictinaetus malaiensis,AVES,LC,Forest generalist,Decreasing,NA,19900000,300,2700,High,298604,79580,619281,162158,1159623,0.068625752,0.534036493,0.139836826,0.257500929,2,Not Threatened,0.673873319,80
Leptasthenura xenothorax,AVES,EN,Forest generalist,Decreasing,NA,7600,3700,4550,Medium,53,19,10,0,82,0.231707317,0.12195122,0,0.646341463,16,Threatened,0.12195122,20
Pycnonotus tympanistrigus,AVES,NT,Forest important,Decreasing,NA,215000,300,1400,Medium,17800,2294,40279,18084,78457,0.029238946,0.5133895,0.230495686,0.226875868,4,Not Threatened,0.743885186,80
Lipaugus unirufus,AVES,LC,Forest important,Decreasing,NA,2170000,NA,1200,Medium,190015,65185,97195,43612,396007,0.164605676,0.245437581,0.110129366,0.479827377,2,Not Threatened,0.355566947,40
Accipiter cooperii,AVES,LC,Forest generalist,Increasing,NA,11800000,600,3000,Medium,215104,45031,112262,13961,386358,0.116552524,0.290564709,0.03613488,0.556747887,2,Not Threatened,0.326699589,40
Microcerculus philomela,AVES,LC,Forest important,Decreasing,NA,459000,NA,1400,High,44100,33135,43562,28779,149576,0.221526181,0.291236562,0.192403862,0.294833396,2,Not Threatened,0.483640424,60
Lepidothrix coronata,AVES,LC,Forest important,Decreasing,NA,5050000,NA,1400,High,1370507,691129,600357,824942,3486935,0.198205301,0.17217327,0.236580837,0.393040593,2,Not Threatened,0.408754106,60
Philydor erythropterum,AVES,LC,Forest important,Decreasing,NA,5730000,NA,1200,High,1418866,702982,331004,563657,3016509,0.233044887,0.109730818,0.18685739,0.470366904,2,Not Threatened,0.296588208,40
Pericrocotus ethologus,AVES,LC,Forest generalist,Decreasing,NA,6160000,NA,NA,Medium,4042417,98312,3145532,201040,7487301,0.013130499,0.420115606,0.026850797,0.539903097,2,Not Threatened,0.446966404,60
Pycnopygius cinereus,AVES,LC,Forest important,Stable,NA,624000,NA,NA,Medium,84974,3421,27578,19965,135938,0.025165884,0.202871897,0.146868425,0.625093793,2,Not Threatened,0.349740323,40
Leptopoecile sophiae,AVES,LC,Forest generalist,Stable,NA,4490000,2200,5000,Medium,33278,5953,103219,6985,149435,0.039836718,0.69072841,0.046742731,0.22269214,2,Not Threatened,0.737471141,80
Accipiter erythrauchen,AVES,NT,Forest generalist,Decreasing,NA,240000,NA,1400,High,12166,267,36084,4077,52594,0.005076625,0.686085865,0.077518348,0.231319162,4,Not Threatened,0.763604213,80
Lipaugus vociferans,AVES,LC,Forest important,Decreasing,NA,10600000,NA,1400,High,2720555,1565349,746504,1610467,6642875,0.235643302,0.112376644,0.242435241,0.409544813,2,Not Threatened,0.354811885,40
Microcerculus ustulatus,AVES,LC,Forest important,Stable,NA,477000,860,2100,High,4500,1449,16547,54424,76920,0.018837754,0.215119605,0.707540302,0.05850234,2,Not Threatened,0.922659906,99
Sclerurus guatemalensis,AVES,LC,Forest important,Decreasing,NA,2390000,NA,1250,High,171806,65447,79054,39950,356257,0.183707268,0.221901605,0.112138147,0.48225298,2,Not Threatened,0.334039752,40
Scytalopus canus,AVES,EN,Forest generalist,Decreasing,NA,3000,3050,4000,Medium,14,175,0,0,189,0.925925926,0,0,0.074074074,16,Threatened,0,0
Pycnopygius ixoides,AVES,LC,Forest important,Stable,NA,960000,NA,NA,Medium,329883,13667,161026,42447,547023,0.024984324,0.294367878,0.077596372,0.603051426,2,Not Threatened,0.37196425,40
